frontside;backside;user_id;course_id;category_id
true;wahr;1;1;3
trustworthy;vertrauenswürdig;1;1;3
ugly;häßlich;1;1;3
uneducated;ungebildet;1;1;3
unhealthy;ungesund;1;1;3
unjust;ungerecht;1;1;3
unlike;ungleich;1;1;3
valuable;wertvoll;1;1;3
various;verschiedenartig;1;1;3
warm;warm;1;1;3
weak;schwach, kraftlos;1;1;3
western;westlich;1;1;3
wet;nass;1;1;3
white;weiß;1;1;3
whole;ganz, vollständig;1;1;3
wide;breit;1;1;3
windy;windig;1;1;3
wonderful;wunderbar;1;1;3
wrong;falsch;1;1;3
yellow;gelb;1;1;3
young;jung;1;1;3
youthful;jugendlich;1;1;3
